Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
0,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00
1,-0.28,-0.25,-0.29,-0.26,0.28,-5.69,-5.06,-5.72,-5.14,5.64
2,-0.85,-0.76,-0.86,-0.77,0.85,-5.69,-5.06,-5.73,-5.15,5.64
3,-1.42,-1.27,-1.43,-1.29,1.41,-5.69,-5.06,-5.73,-5.15,5.64
4,-1.99,-1.77,-2.01,-1.80,1.97,-5.69,-5.06,-5.73,-5.15,5.64
5,-2.56,-2.28,-2.58,-2.32,2.54,-5.69,-5.06,-5.73,-5.15,5.64
6,-3.13,-2.79,-3.15,-2.83,3.10,-5.69,-5.06,-5.73,-5.15,5.64
7,-3.70,-3.29,-3.72,-3.35,3.67,-5.69,-5.06,-5.73,-5.15,5.64
8,-4.27,-3.80,-4.30,-3.86,4.23,-5.69,-5.06,-5.73,-5.15,5.64
9,-4.84,-4.31,-4.87,-4.37,4.80,-5.69,-5.06,-5.73,-5.15,5.64
10,-5.41,-4.81,-5.44,-4.89,5.36,-5.69,-5.06,-5.73,-5.15,5.64
11,-5.98,-5.32,-6.02,-5.40,5.92,-5.69,-5.06,-5.73,-5.15,5.64
12,-6.54,-5.82,-6.59,-5.92,6.49,-5.69,-5.06,-5.73,-5.15,5.64
13,-7.11,-6.33,-7.16,-6.43,7.05,-5.69,-5.06,-5.73,-5.15,5.64
14,-7.68,-6.84,-7.73,-6.95,7.62,-5.69,-5.06,-5.73,-5.15,5.64
15,-8.25,-7.34,-8.31,-7.46,8.18,-5.69,-5.06,-5.73,-5.15,5.64
16,-8.82,-7.85,-8.88,-7.98,8.74,-5.69,-5.06,-5.73,-5.15,5.64
17,-9.39,-8.36,-9.45,-8.49,9.31,-5.69,-5.06,-5.73,-5.15,5.64
18,-9.96,-8.86,-10.03,-9.01,9.87,-5.69,-5.06,-5.73,-5.15,5.64
19,-10.53,-9.37,-10.60,-9.52,10.44,-5.69,-5.06,-5.73,-5.15,5.64
20,-11.10,-9.88,-11.17,-10.04,11.00,-5.69,-5.06,-5.73,-5.15,5.64
21,-11.67,-10.38,-11.75,-10.55,11.57,-5.69,-5.06,-5.73,-5.15,5.64
22,-12.24,-10.89,-12.32,-11.06,12.13,-5.69,-5.06,-5.73,-5.15,5.64
23,-12.81,-11.40,-12.89,-11.58,12.69,-5.69,-5.06,-5.73,-5.15,5.64
24,-13.37,-11.90,-13.46,-12.09,13.26,-5.69,-5.06,-5.73,-5.15,5.64
25,-13.94,-12.41,-14.04,-12.61,13.82,-5.69,-5.06,-5.73,-5.15,5.64
26,-14.51,-12.92,-14.61,-13.12,14.39,-5.69,-5.06,-5.73,-5.15,5.64
27,-15.08,-13.42,-15.18,-13.64,14.95,-5.69,-5.06,-5.73,-5.15,5.64
28,-15.65,-13.93,-15.76,-14.15,15.51,-5.69,-5.06,-5.73,-5.15,5.64
