Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
0,-32.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,-32.23,0.00,0.00,0.00,0.00,5.72,0.00,0.00,0.00,0.00
2,-31.66,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
3,-31.09,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
4,-30.51,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
5,-29.94,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
6,-29.37,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
7,-28.80,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
8,-28.22,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
9,-27.65,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
10,-27.08,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
11,-26.50,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
12,-25.93,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
13,-25.36,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
14,-24.79,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
15,-24.21,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
16,-23.64,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
17,-23.07,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
18,-22.49,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
19,-21.92,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
20,-21.35,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
21,-20.77,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
22,-20.20,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
23,-19.63,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
24,-19.06,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
25,-18.48,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
26,-17.91,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
27,-17.34,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
28,-16.76,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
29,-16.19,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
30,-15.62,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
31,-15.04,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
32,-14.47,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
33,-13.90,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
34,-13.33,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
35,-12.75,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
36,-12.18,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
37,-11.61,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
38,-11.03,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
39,-10.46,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
40,-9.89,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
41,-9.32,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
42,-8.74,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
43,-8.17,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
44,-7.60,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
45,-7.02,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
46,-6.45,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
47,-5.88,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
48,-5.30,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
49,-4.73,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
50,-4.16,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
51,-3.59,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
52,-3.01,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
53,-2.44,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
54,-1.87,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
55,-1.29,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
56,-0.72,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
57,-0.15,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
58,0.43,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
59,1.00,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
60,1.57,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
61,2.14,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
62,2.72,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
63,3.29,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
64,3.86,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
65,4.44,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
66,5.01,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
67,5.58,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00
