Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
77,38.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
78,38.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
79,39.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
80,39.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
81,40.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
82,40.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
83,41.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
84,41.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
85,42.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
86,42.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
87,43.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
88,43.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
89,44.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
90,44.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
91,45.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
92,45.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
93,46.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
94,46.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
95,47.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
96,47.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
97,48.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
98,48.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
99,49.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
100,49.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
101,50.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
102,50.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
103,51.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
104,51.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
105,52.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
106,52.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
107,53.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
108,53.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
109,54.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
110,54.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
111,55.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
112,55.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
113,56.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
114,56.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
115,57.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
116,57.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
117,58.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
118,58.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
119,59.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
120,59.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
121,60.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
122,60.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
123,61.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
124,61.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
125,62.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
126,62.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
127,63.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
128,63.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
129,64.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
130,64.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
131,65.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
132,65.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
133,66.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
134,66.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
135,67.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
136,67.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
137,68.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
138,68.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
139,69.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
140,69.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
141,70.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
142,70.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
143,71.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
144,71.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
145,72.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
146,72.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
147,73.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
148,73.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
149,74.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
150,74.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
151,75.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
152,75.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
153,76.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
154,76.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
155,77.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
156,77.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
157,78.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
158,78.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
159,79.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
160,79.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
161,80.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
162,80.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
163,81.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
164,81.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
165,82.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
166,82.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
167,83.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
168,83.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
169,84.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
170,84.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
171,85.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
172,85.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
173,86.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
174,86.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
175,87.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
176,87.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
177,88.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
178,88.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
179,89.20,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
180,89.70,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
181,90.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00
182,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
