Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
0,-166.11,89.05,26.90,9.28,-24.26,0.00,-0.00,-0.00,0.00,-0.00
1,-165.83,88.84,26.73,9.32,-24.40,5.72,-4.21,-3.43,0.72,-2.68
2,-165.25,88.42,26.39,9.39,-24.67,5.73,-4.22,-3.44,0.72,-2.69
3,-164.68,88.00,26.04,9.46,-24.94,5.73,-4.22,-3.44,0.72,-2.69
4,-164.11,87.58,25.70,9.54,-25.20,5.73,-4.22,-3.44,0.72,-2.69
5,-163.53,87.15,25.36,9.61,-25.47,5.73,-4.22,-3.44,0.72,-2.69
6,-162.96,86.73,25.01,9.68,-25.74,5.73,-4.22,-3.44,0.72,-2.69
7,-162.39,86.31,24.67,9.75,-26.01,5.73,-4.22,-3.44,0.72,-2.69
8,-161.82,85.89,24.33,9.82,-26.28,5.73,-4.22,-3.44,0.72,-2.69
9,-161.24,85.47,23.98,9.90,-26.55,5.73,-4.22,-3.44,0.72,-2.69
10,-160.67,85.04,23.64,9.97,-26.82,5.73,-4.22,-3.44,0.72,-2.69
11,-160.10,84.62,23.29,10.04,-27.08,5.73,-4.22,-3.44,0.72,-2.69
12,-159.52,84.20,22.95,10.11,-27.35,5.73,-4.22,-3.44,0.72,-2.69
13,-158.95,83.78,22.61,10.18,-27.62,5.73,-4.22,-3.44,0.72,-2.69
14,-158.38,83.36,22.26,10.26,-27.89,5.73,-4.22,-3.44,0.72,-2.69
15,-157.81,82.94,21.92,10.33,-28.16,5.73,-4.22,-3.44,0.72,-2.69
16,-157.23,82.51,21.58,10.40,-28.43,5.73,-4.22,-3.44,0.72,-2.69
17,-156.66,82.09,21.23,10.47,-28.69,5.73,-4.22,-3.44,0.72,-2.69
18,-156.09,81.67,20.89,10.54,-28.96,5.73,-4.22,-3.44,0.72,-2.69
19,-155.51,81.25,20.54,10.62,-29.23,5.73,-4.22,-3.44,0.72,-2.69
20,-154.94,80.83,20.20,10.69,-29.50,5.73,-4.22,-3.44,0.72,-2.69
21,-154.37,80.40,19.86,10.76,-29.77,5.73,-4.22,-3.44,0.72,-2.69
22,-153.79,79.98,19.51,10.83,-30.04,5.73,-4.22,-3.44,0.72,-2.69
23,-153.22,79.56,19.17,10.90,-30.31,5.73,-4.22,-3.44,0.72,-2.69
24,-152.65,79.14,18.83,10.98,-30.57,5.73,-4.22,-3.44,0.72,-2.69
25,-152.08,78.72,18.48,11.05,-30.84,5.73,-4.22,-3.44,0.72,-2.69
26,-151.50,78.29,18.14,11.12,-31.11,5.73,-4.22,-3.44,0.72,-2.69
27,-150.93,77.87,17.80,11.19,-31.38,5.73,-4.22,-3.44,0.72,-2.69
28,-150.36,77.45,17.45,11.26,-31.65,5.73,-4.22,-3.44,0.72,-2.69
29,-149.78,77.03,17.11,11.34,-31.92,5.73,-4.22,-3.44,0.72,-2.69
30,-149.21,76.61,16.76,11.41,-32.19,5.73,-4.22,-3.44,0.72,-2.69
31,-148.64,76.18,16.42,11.48,-32.45,5.73,-4.22,-3.44,0.72,-2.69
32,-148.06,75.76,16.08,11.55,-32.72,5.73,-4.22,-3.44,0.72,-2.69
33,-147.49,75.34,15.73,11.62,-32.99,5.73,-4.22,-3.44,0.72,-2.69
34,-146.92,74.92,15.39,11.70,-33.26,5.73,-4.22,-3.44,0.72,-2.69
35,-146.35,74.50,15.05,11.77,-33.53,5.73,-4.22,-3.44,0.72,-2.69
36,-145.77,74.08,14.70,11.84,-33.80,5.73,-4.22,-3.44,0.72,-2.69
37,-145.20,73.65,14.36,11.91,-34.07,5.73,-4.22,-3.44,0.72,-2.69
38,-144.63,73.23,14.01,11.98,-34.33,5.73,-4.22,-3.44,0.72,-2.69
39,-144.05,72.81,13.67,12.06,-34.60,5.73,-4.22,-3.44,0.72,-2.69
40,-143.48,72.39,13.33,12.13,-34.87,5.73,-4.22,-3.44,0.72,-2.69
41,-142.91,71.97,12.98,12.20,-35.14,5.73,-4.22,-3.44,0.72,-2.69
42,-142.34,71.54,12.64,12.27,-35.41,5.73,-4.22,-3.44,0.72,-2.69
43,-141.76,71.12,12.30,12.34,-35.68,5.73,-4.22,-3.44,0.72,-2.69
44,-141.19,70.70,11.95,12.42,-35.95,5.73,-4.22,-3.44,0.72,-2.69
45,-140.62,70.28,11.61,12.49,-36.21,5.73,-4.22,-3.44,0.72,-2.69
46,-140.04,69.86,11.26,12.56,-36.48,5.73,-4.22,-3.44,0.72,-2.69
47,-139.47,69.43,10.92,12.63,-36.75,5.73,-4.22,-3.44,0.72,-2.69
48,-138.90,69.01,10.58,12.70,-37.02,5.73,-4.22,-3.44,0.72,-2.69
49,-138.32,68.59,10.23,12.78,-37.29,5.73,-4.22,-3.44,0.72,-2.69
50,-137.75,68.17,9.89,12.85,-37.56,5.73,-4.22,-3.44,0.72,-2.69
51,-137.18,67.75,9.55,12.92,-37.82,5.73,-4.22,-3.44,0.72,-2.69
52,-136.61,67.32,9.20,12.99,-38.09,5.73,-4.22,-3.44,0.72,-2.69
53,-136.03,66.90,8.86,13.06,-38.36,5.73,-4.22,-3.44,0.72,-2.69
54,-135.46,66.48,8.52,13.14,-38.63,5.73,-4.22,-3.44,0.72,-2.69
55,-134.89,66.06,8.17,13.21,-38.90,5.73,-4.22,-3.44,0.72,-2.69
56,-134.31,65.64,7.83,13.28,-39.17,5.73,-4.22,-3.44,0.72,-2.69
57,-133.74,65.22,7.48,13.35,-39.44,5.73,-4.22,-3.44,0.72,-2.69
58,-133.17,64.79,7.14,13.42,-39.70,5.73,-4.22,-3.44,0.72,-2.69
59,-132.59,64.37,6.80,13.50,-39.97,5.73,-4.22,-3.44,0.72,-2.69
60,-132.02,63.95,6.45,13.57,-40.24,5.73,-4.22,-3.44,0.72,-2.69
61,-131.45,63.53,6.11,13.64,-40.51,5.73,-4.22,-3.44,0.72,-2.69
62,-130.88,63.11,5.77,13.71,-40.78,5.73,-4.22,-3.44,0.72,-2.69
63,-130.30,62.68,5.42,13.79,-41.05,5.73,-4.22,-3.44,0.72,-2.69
64,-129.73,62.26,5.08,13.86,-41.32,5.73,-4.22,-3.44,0.72,-2.69
65,-129.16,61.84,4.73,13.93,-41.58,5.73,-4.22,-3.44,0.72,-2.69
66,-128.58,61.42,4.39,14.00,-41.85,5.73,-4.22,-3.44,0.72,-2.69
67,-128.01,61.00,4.05,14.07,-42.12,5.73,-4.22,-3.44,0.72,-2.69
68,-127.44,60.57,3.70,14.15,-42.39,5.73,-4.22,-3.44,0.72,-2.69
69,-126.87,60.15,3.36,14.22,-42.66,5.73,-4.22,-3.44,0.72,-2.69
70,-126.29,59.73,3.02,14.29,-42.93,5.73,-4.22,-3.44,0.72,-2.69
71,-125.72,59.31,2.67,14.36,-43.20,5.73,-4.22,-3.44,0.72,-2.69
