Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
0,16.35,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00
1,16.63,0.07,-0.11,0.08,-0.07,5.72,1.30,-2.19,1.60,-1.32
2,17.21,0.20,-0.33,0.24,-0.20,5.73,1.30,-2.19,1.61,-1.32
3,17.78,0.33,-0.55,0.40,-0.33,5.73,1.30,-2.19,1.61,-1.32
4,18.35,0.46,-0.77,0.56,-0.46,5.73,1.30,-2.19,1.61,-1.32
5,18.93,0.59,-0.99,0.72,-0.59,5.73,1.30,-2.19,1.61,-1.32
6,19.50,0.72,-1.21,0.88,-0.73,5.73,1.30,-2.19,1.61,-1.32
7,20.07,0.85,-1.43,1.04,-0.86,5.73,1.30,-2.19,1.61,-1.32
8,20.65,0.98,-1.65,1.21,-0.99,5.73,1.30,-2.19,1.61,-1.32
9,21.22,1.11,-1.86,1.37,-1.12,5.73,1.30,-2.19,1.61,-1.32
10,21.79,1.24,-2.08,1.53,-1.26,5.73,1.30,-2.19,1.61,-1.32
11,22.36,1.37,-2.30,1.69,-1.39,5.73,1.30,-2.19,1.61,-1.32
12,22.94,1.50,-2.52,1.85,-1.52,5.73,1.30,-2.19,1.61,-1.32
13,23.51,1.63,-2.74,2.01,-1.65,5.73,1.30,-2.19,1.61,-1.32
14,24.08,1.76,-2.96,2.17,-1.78,5.73,1.30,-2.19,1.61,-1.32
15,24.66,1.89,-3.18,2.33,-1.92,5.73,1.30,-2.19,1.61,-1.32
16,25.23,2.02,-3.40,2.49,-2.05,5.73,1.30,-2.19,1.61,-1.32
17,25.80,2.15,-3.62,2.65,-2.18,5.73,1.30,-2.19,1.61,-1.32
18,26.37,2.28,-3.84,2.81,-2.31,5.73,1.30,-2.19,1.61,-1.32
19,26.95,2.41,-4.06,2.97,-2.45,5.73,1.30,-2.19,1.61,-1.32
20,27.52,2.54,-4.28,3.13,-2.58,5.73,1.30,-2.19,1.61,-1.32
21,28.09,2.67,-4.50,3.29,-2.71,5.73,1.30,-2.19,1.61,-1.32
22,28.67,2.80,-4.72,3.46,-2.84,5.73,1.30,-2.19,1.61,-1.32
23,29.24,2.93,-4.94,3.62,-2.97,5.73,1.30,-2.19,1.61,-1.32
24,29.81,3.06,-5.16,3.78,-3.11,5.73,1.30,-2.19,1.61,-1.32
25,30.39,3.19,-5.38,3.94,-3.24,5.73,1.30,-2.19,1.61,-1.32
26,30.96,3.32,-5.59,4.10,-3.37,5.73,1.30,-2.19,1.61,-1.32
27,31.53,3.45,-5.81,4.26,-3.50,5.73,1.30,-2.19,1.61,-1.32
28,32.10,3.59,-6.03,4.42,-3.64,5.73,1.30,-2.19,1.61,-1.32
29,32.68,3.72,-6.25,4.58,-3.77,5.73,1.30,-2.19,1.61,-1.32
30,33.25,3.85,-6.47,4.74,-3.90,5.73,1.30,-2.19,1.61,-1.32
31,33.82,3.98,-6.69,4.90,-4.03,5.73,1.30,-2.19,1.61,-1.32
32,34.40,4.11,-6.91,5.06,-4.16,5.73,1.30,-2.19,1.61,-1.32
33,34.97,4.24,-7.13,5.22,-4.30,5.73,1.30,-2.19,1.61,-1.32
34,35.54,4.37,-7.35,5.38,-4.43,5.73,1.30,-2.19,1.61,-1.32
35,36.12,4.50,-7.57,5.54,-4.56,5.73,1.30,-2.19,1.61,-1.32
36,36.69,4.63,-7.79,5.70,-4.69,5.73,1.30,-2.19,1.61,-1.32
37,37.26,4.76,-8.01,5.87,-4.83,5.73,1.30,-2.19,1.61,-1.32
38,37.83,4.89,-8.23,6.03,-4.96,5.73,1.30,-2.19,1.61,-1.32
39,38.41,5.02,-8.45,6.19,-5.09,5.73,1.30,-2.19,1.61,-1.32
40,38.98,5.15,-8.67,6.35,-5.22,5.73,1.30,-2.19,1.61,-1.32
41,39.55,5.28,-8.89,6.51,-5.35,5.73,1.30,-2.19,1.61,-1.32
42,40.13,5.41,-9.11,6.67,-5.49,5.73,1.30,-2.19,1.61,-1.32
43,40.70,5.54,-9.32,6.83,-5.62,5.73,1.30,-2.19,1.61,-1.32
44,41.27,5.67,-9.54,6.99,-5.75,5.73,1.30,-2.19,1.61,-1.32
45,41.84,5.80,-9.76,7.15,-5.88,5.73,1.30,-2.19,1.61,-1.32
46,42.42,5.93,-9.98,7.31,-6.01,5.73,1.30,-2.19,1.61,-1.32
47,42.99,6.06,-10.20,7.47,-6.15,5.73,1.30,-2.19,1.61,-1.32
48,43.56,6.19,-10.42,7.63,-6.28,5.73,1.30,-2.19,1.61,-1.32
