Index, Pos_J1, Pos_J2, Pos_J3, Pos_J4, Pos_J5, Vel_J1, Vel_J2, Vel_J3, Vel_J4, Vel_J5
0, -88.42, 0.00, 0.00, 0.00, 0.00, -0.00, -0.00, 0.00, -0.00, -0.00
1, -88.45, -0.03, 0.02, -0.00, -0.01, -0.57, -0.56, 0.33, -0.02, -0.14
2, -88.53, -0.11, 0.07, -0.00, -0.03, -1.15, -1.13, 0.66, -0.05, -0.27
3, -88.68, -0.25, 0.15, -0.01, -0.06, -1.72, -1.69, 0.98, -0.07, -0.41
4, -88.88, -0.45, 0.26, -0.02, -0.11, -2.29, -2.25, 1.31, -0.10, -0.55
5, -89.13, -0.70, 0.41, -0.03, -0.17, -2.86, -2.82, 1.64, -0.12, -0.68
6, -89.45, -1.01, 0.59, -0.04, -0.25, -3.44, -3.38, 1.97, -0.15, -0.82
7, -89.82, -1.38, 0.80, -0.06, -0.33, -4.01, -3.94, 2.29, -0.17, -0.95
8, -90.25, -1.80, 1.05, -0.08, -0.44, -4.58, -4.51, 2.62, -0.20, -1.09
9, -90.74, -2.28, 1.33, -0.10, -0.55, -5.16, -5.07, 2.95, -0.22, -1.23
10, -91.28, -2.82, 1.64, -0.12, -0.68, -5.73, -5.63, 3.28, -0.24, -1.36
11, -91.86, -3.38, 1.97, -0.15, -0.82, -5.73, -5.63, 3.28, -0.24, -1.36
12, -92.43, -3.94, 2.29, -0.17, -0.95, -5.73, -5.63, 3.28, -0.24, -1.36
13, -93.00, -4.51, 2.62, -0.20, -1.09, -5.73, -5.63, 3.28, -0.24, -1.36
14, -93.57, -5.07, 2.95, -0.22, -1.23, -5.73, -5.63, 3.28, -0.24, -1.36
15, -94.15, -5.63, 3.28, -0.24, -1.36, -5.73, -5.63, 3.28, -0.24, -1.36
16, -94.72, -6.19, 3.60, -0.27, -1.50, -5.73, -5.63, 3.28, -0.24, -1.36
17, -95.29, -6.76, 3.93, -0.29, -1.64, -5.73, -5.63, 3.28, -0.24, -1.36
18, -95.87, -7.32, 4.26, -0.32, -1.77, -5.73, -5.63, 3.28, -0.24, -1.36
19, -96.44, -7.88, 4.59, -0.34, -1.91, -5.73, -5.63, 3.28, -0.24, -1.36
20, -97.01, -8.45, 4.91, -0.37, -2.05, -5.73, -5.63, 3.28, -0.24, -1.36
21, -97.59, -9.01, 5.24, -0.39, -2.18, -5.73, -5.63, 3.28, -0.24, -1.36
22, -98.16, -9.57, 5.57, -0.41, -2.32, -5.73, -5.63, 3.28, -0.24, -1.36
23, -98.73, -10.14, 5.90, -0.44, -2.45, -5.73, -5.63, 3.28, -0.24, -1.36
24, -99.30, -10.70, 6.22, -0.46, -2.59, -5.73, -5.63, 3.28, -0.24, -1.36
25, -99.88, -11.26, 6.55, -0.49, -2.73, -5.73, -5.63, 3.28, -0.24, -1.36
26, -100.45, -11.83, 6.88, -0.51, -2.86, -5.73, -5.63, 3.28, -0.24, -1.36
27, -101.02, -12.39, 7.21, -0.54, -3.00, -5.73, -5.63, 3.28, -0.24, -1.36
28, -101.60, -12.95, 7.53, -0.56, -3.14, -5.73, -5.63, 3.28, -0.24, -1.36
29, -102.17, -13.52, 7.86, -0.59, -3.27, -5.73, -5.63, 3.28, -0.24, -1.36
30, -102.74, -14.08, 8.19, -0.61, -3.41, -5.73, -5.63, 3.28, -0.24, -1.36
31, -103.31, -14.64, 8.52, -0.63, -3.55, -5.73, -5.63, 3.28, -0.24, -1.36
32, -103.89, -15.20, 8.84, -0.66, -3.68, -5.73, -5.63, 3.28, -0.24, -1.36
33, -104.46, -15.77, 9.17, -0.68, -3.82, -5.73, -5.63, 3.28, -0.24, -1.36
34, -105.03, -16.33, 9.50, -0.71, -3.95, -5.73, -5.63, 3.28, -0.24, -1.36
35, -105.61, -16.89, 9.83, -0.73, -4.09, -5.73, -5.63, 3.28, -0.24, -1.36
36, -106.18, -17.46, 10.16, -0.76, -4.23, -5.73, -5.63, 3.28, -0.24, -1.36
37, -106.75, -18.02, 10.48, -0.78, -4.36, -5.73, -5.63, 3.28, -0.24, -1.36
38, -107.33, -18.58, 10.81, -0.80, -4.50, -5.73, -5.63, 3.28, -0.24, -1.36
39, -107.90, -19.15, 11.14, -0.83, -4.64, -5.73, -5.63, 3.28, -0.24, -1.36
40, -108.47, -19.71, 11.47, -0.85, -4.77, -5.73, -5.63, 3.28, -0.24, -1.36
41, -109.04, -20.27, 11.79, -0.88, -4.91, -5.73, -5.63, 3.28, -0.24, -1.36
42, -109.62, -20.84, 12.12, -0.90, -5.05, -5.73, -5.63, 3.28, -0.24, -1.36
43, -110.19, -21.40, 12.45, -0.93, -5.18, -5.73, -5.63, 3.28, -0.24, -1.36
44, -110.76, -21.96, 12.78, -0.95, -5.32, -5.73, -5.63, 3.28, -0.24, -1.36
45, -111.34, -22.53, 13.10, -0.98, -5.46, -5.73, -5.63, 3.28, -0.24, -1.36
46, -111.91, -23.09, 13.43, -1.00, -5.59, -5.73, -5.63, 3.28, -0.24, -1.36
47, -112.48, -23.65, 13.76, -1.02, -5.73, -5.73, -5.63, 3.28, -0.24, -1.36
48, -113.06, -24.22, 14.09, -1.05, -5.86, -5.73, -5.63, 3.28, -0.24, -1.36
49, -113.63, -24.78, 14.41, -1.07, -6.00, -5.73, -5.63, 3.28, -0.24, -1.36
50, -114.20, -25.34, 14.74, -1.10, -6.14, -5.73, -5.63, 3.28, -0.24, -1.36
51, -114.77, -25.90, 15.07, -1.12, -6.27, -5.73, -5.63, 3.28, -0.24, -1.36
52, -115.35, -26.47, 15.40, -1.15, -6.41, -5.73, -5.63, 3.28, -0.24, -1.36
53, -115.92, -27.03, 15.72, -1.17, -6.55, -5.73, -5.63, 3.28, -0.24, -1.36
54, -116.49, -27.59, 16.05, -1.19, -6.68, -5.73, -5.63, 3.28, -0.24, -1.36
55, -117.07, -28.16, 16.38, -1.22, -6.82, -5.73, -5.63, 3.28, -0.24, -1.36
56, -117.64, -28.72, 16.71, -1.24, -6.96, -5.73, -5.63, 3.28, -0.24, -1.36
57, -118.21, -29.28, 17.03, -1.27, -7.09, -5.73, -5.63, 3.28, -0.24, -1.36
58, -118.78, -29.85, 17.36, -1.29, -7.23, -5.73, -5.63, 3.28, -0.24, -1.36
59, -119.36, -30.41, 17.69, -1.32, -7.36, -5.73, -5.63, 3.28, -0.24, -1.36
60, -119.93, -30.97, 18.02, -1.34, -7.50, -5.73, -5.63, 3.28, -0.24, -1.36
61, -120.50, -31.54, 18.34, -1.37, -7.64, -5.73, -5.63, 3.28, -0.24, -1.36
62, -121.08, -32.10, 18.67, -1.39, -7.77, -5.73, -5.63, 3.28, -0.24, -1.36
63, -121.65, -32.66, 19.00, -1.41, -7.91, -5.73, -5.63, 3.28, -0.24, -1.36
64, -122.22, -33.23, 19.33, -1.44, -8.05, -5.73, -5.63, 3.28, -0.24, -1.36
65, -122.80, -33.79, 19.66, -1.46, -8.18, -5.73, -5.63, 3.28, -0.24, -1.36
66, -123.37, -34.35, 19.98, -1.49, -8.32, -5.73, -5.63, 3.28, -0.24, -1.36
67, -123.94, -34.91, 20.31, -1.51, -8.46, -5.73, -5.63, 3.28, -0.24, -1.36
68, -124.51, -35.48, 20.64, -1.54, -8.59, -5.73, -5.63, 3.28, -0.24, -1.36
69, -125.09, -36.04, 20.97, -1.56, -8.73, -5.73, -5.63, 3.28, -0.24, -1.36
70, -125.66, -36.60, 21.29, -1.58, -8.86, -5.73, -5.63, 3.28, -0.24, -1.36
71, -126.23, -37.17, 21.62, -1.61, -9.00, -5.73, -5.63, 3.28, -0.24, -1.36
72, -126.81, -37.73, 21.95, -1.63, -9.14, -5.73, -5.63, 3.28, -0.24, -1.36
73, -127.38, -38.29, 22.28, -1.66, -9.27, -5.73, -5.63, 3.28, -0.24, -1.36
74, -127.95, -38.86, 22.60, -1.68, -9.41, -5.73, -5.63, 3.28, -0.24, -1.36
75, -128.53, -39.42, 22.93, -1.71, -9.55, -5.73, -5.63, 3.28, -0.24, -1.36
76, -129.10, -39.98, 23.26, -1.73, -9.68, -5.73, -5.63, 3.28, -0.24, -1.36
77, -129.67, -40.55, 23.59, -1.76, -9.82, -5.73, -5.63, 3.28, -0.24, -1.36
78, -130.24, -41.11, 23.91, -1.78, -9.96, -5.73, -5.63, 3.28, -0.24, -1.36
79, -130.82, -41.67, 24.24, -1.80, -10.09, -5.73, -5.63, 3.28, -0.24, -1.36
80, -131.39, -42.24, 24.57, -1.83, -10.23, -5.73, -5.63, 3.28, -0.24, -1.36
81, -131.96, -42.80, 24.90, -1.85, -10.36, -5.73, -5.63, 3.28, -0.24, -1.36
82, -132.54, -43.36, 25.22, -1.88, -10.50, -5.73, -5.63, 3.28, -0.24, -1.36
83, -133.11, -43.93, 25.55, -1.90, -10.64, -5.73, -5.63, 3.28, -0.24, -1.36
84, -133.68, -44.49, 25.88, -1.93, -10.77, -5.73, -5.63, 3.28, -0.24, -1.36
85, -134.25, -45.05, 26.21, -1.95, -10.91, -5.73, -5.63, 3.28, -0.24, -1.36
86, -134.83, -45.61, 26.53, -1.97, -11.05, -5.73, -5.63, 3.28, -0.24, -1.36
87, -135.40, -46.18, 26.86, -2.00, -11.18, -5.73, -5.63, 3.28, -0.24, -1.36
88, -135.97, -46.74, 27.19, -2.02, -11.32, -5.73, -5.63, 3.28, -0.24, -1.36
89, -136.55, -47.30, 27.52, -2.05, -11.46, -5.73, -5.63, 3.28, -0.24, -1.36
90, -137.12, -47.87, 27.84, -2.07, -11.59, -5.73, -5.63, 3.28, -0.24, -1.36
91, -137.69, -48.43, 28.17, -2.10, -11.73, -5.73, -5.63, 3.28, -0.24, -1.36
92, -138.27, -48.99, 28.50, -2.12, -11.86, -5.73, -5.63, 3.28, -0.24, -1.36
93, -138.84, -49.56, 28.83, -2.15, -12.00, -5.73, -5.63, 3.28, -0.24, -1.36
94, -139.41, -50.12, 29.16, -2.17, -12.14, -5.73, -5.63, 3.28, -0.24, -1.36
95, -139.98, -50.68, 29.48, -2.19, -12.27, -5.73, -5.63, 3.28, -0.24, -1.36
96, -140.56, -51.25, 29.81, -2.22, -12.41, -5.73, -5.63, 3.28, -0.24, -1.36
97, -141.13, -51.81, 30.14, -2.24, -12.55, -5.73, -5.63, 3.28, -0.24, -1.36
98, -141.70, -52.37, 30.47, -2.27, -12.68, -5.73, -5.63, 3.28, -0.24, -1.36
99, -142.28, -52.94, 30.79, -2.29, -12.82, -5.73, -5.63, 3.28, -0.24, -1.36
100, -142.85, -53.50, 31.12, -2.32, -12.96, -5.73, -5.63, 3.28, -0.24, -1.36
101, -143.42, -54.06, 31.45, -2.34, -13.09, -5.73, -5.63, 3.28, -0.24, -1.36
102, -143.99, -54.62, 31.78, -2.36, -13.23, -5.73, -5.63, 3.28, -0.24, -1.36
103, -144.57, -55.19, 32.10, -2.39, -13.36, -5.73, -5.63, 3.28, -0.24, -1.36
104, -145.14, -55.75, 32.43, -2.41, -13.50, -5.73, -5.63, 3.28, -0.24, -1.36
105, -145.71, -56.31, 32.76, -2.44, -13.64, -5.73, -5.63, 3.28, -0.24, -1.36
106, -146.29, -56.88, 33.09, -2.46, -13.77, -5.73, -5.63, 3.28, -0.24, -1.36
107, -146.86, -57.44, 33.41, -2.49, -13.91, -5.73, -5.63, 3.28, -0.24, -1.36
108, -147.43, -58.00, 33.74, -2.51, -14.05, -5.73, -5.63, 3.28, -0.24, -1.36
109, -148.01, -58.57, 34.07, -2.54, -14.18, -5.73, -5.63, 3.28, -0.24, -1.36
110, -148.58, -59.13, 34.40, -2.56, -14.32, -5.73, -5.63, 3.28, -0.24, -1.36
111, -149.15, -59.69, 34.72, -2.58, -14.46, -5.73, -5.63, 3.28, -0.24, -1.36
112, -149.72, -60.26, 35.05, -2.61, -14.59, -5.73, -5.63, 3.28, -0.24, -1.36
113, -150.30, -60.82, 35.38, -2.63, -14.73, -5.73, -5.63, 3.28, -0.24, -1.36
114, -150.87, -61.38, 35.71, -2.66, -14.87, -5.73, -5.63, 3.28, -0.24, -1.36
115, -151.44, -61.95, 36.03, -2.68, -15.00, -5.73, -5.63, 3.28, -0.24, -1.36
116, -152.02, -62.51, 36.36, -2.71, -15.14, -5.73, -5.63, 3.28, -0.24, -1.36
117, -152.59, -63.07, 36.69, -2.73, -15.27, -5.73, -5.63, 3.28, -0.24, -1.36
118, -153.16, -63.63, 37.02, -2.75, -15.41, -5.73, -5.63, 3.28, -0.24, -1.36
119, -153.74, -64.20, 37.34, -2.78, -15.55, -5.73, -5.63, 3.28, -0.24, -1.36
120, -154.31, -64.76, 37.67, -2.80, -15.68, -5.73, -5.63, 3.28, -0.24, -1.36
121, -154.88, -65.32, 38.00, -2.83, -15.82, -5.73, -5.63, 3.28, -0.24, -1.36
122, -155.45, -65.89, 38.33, -2.85, -15.96, -5.73, -5.63, 3.28, -0.24, -1.36
123, -156.03, -66.45, 38.66, -2.88, -16.09, -5.73, -5.63, 3.28, -0.24, -1.36
124, -156.60, -67.01, 38.98, -2.90, -16.23, -5.73, -5.63, 3.28, -0.24, -1.36
125, -157.17, -67.58, 39.31, -2.93, -16.37, -5.73, -5.63, 3.28, -0.24, -1.36
126, -157.75, -68.14, 39.64, -2.95, -16.50, -5.73, -5.63, 3.28, -0.24, -1.36
127, -158.32, -68.70, 39.97, -2.97, -16.64, -5.73, -5.63, 3.28, -0.24, -1.36
128, -158.89, -69.27, 40.29, -3.00, -16.77, -5.73, -5.63, 3.28, -0.24, -1.36
129, -159.46, -69.83, 40.62, -3.02, -16.91, -5.73, -5.63, 3.28, -0.24, -1.36
130, -160.04, -70.39, 40.95, -3.05, -17.05, -5.73, -5.63, 3.28, -0.24, -1.36
131, -160.61, -70.96, 41.28, -3.07, -17.18, -5.73, -5.63, 3.28, -0.24, -1.36
132, -161.18, -71.52, 41.60, -3.10, -17.32, -5.73, -5.63, 3.28, -0.24, -1.36
133, -161.76, -72.08, 41.93, -3.12, -17.46, -5.73, -5.63, 3.28, -0.24, -1.36
134, -162.33, -72.65, 42.26, -3.14, -17.59, -5.73, -5.63, 3.28, -0.24, -1.36
135, -162.90, -73.21, 42.59, -3.17, -17.73, -5.73, -5.63, 3.28, -0.24, -1.36
136, -163.48, -73.77, 42.91, -3.19, -17.87, -5.73, -5.63, 3.28, -0.24, -1.36
137, -164.05, -74.33, 43.24, -3.22, -18.00, -5.73, -5.63, 3.28, -0.24, -1.36
138, -164.62, -74.90, 43.57, -3.24, -18.14, -5.73, -5.63, 3.28, -0.24, -1.36
139, -165.19, -75.46, 43.90, -3.27, -18.27, -5.73, -5.63, 3.28, -0.24, -1.36
140, -165.77, -76.02, 44.22, -3.29, -18.41, -5.73, -5.63, 3.28, -0.24, -1.36
141, -166.34, -76.59, 44.55, -3.32, -18.55, -5.73, -5.63, 3.28, -0.24, -1.36
142, -166.91, -77.15, 44.88, -3.34, -18.68, -5.73, -5.63, 3.28, -0.24, -1.36
