Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
0,42.10,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00
1,42.01,0.29,0.20,-0.21,-0.15,-1.74,5.72,4.06,-4.23,-2.96
2,41.84,0.86,0.61,-0.63,-0.44,-1.74,5.73,4.06,-4.23,-2.96
3,41.66,1.43,1.02,-1.06,-0.74,-1.74,5.73,4.06,-4.23,-2.96
4,41.49,2.01,1.42,-1.48,-1.04,-1.74,5.73,4.06,-4.23,-2.96
5,41.32,2.58,1.83,-1.90,-1.33,-1.74,5.73,4.06,-4.23,-2.96
6,41.14,3.15,2.23,-2.33,-1.63,-1.74,5.73,4.06,-4.23,-2.96
7,40.97,3.72,2.64,-2.75,-1.93,-1.74,5.73,4.06,-4.23,-2.96
8,40.79,4.30,3.05,-3.17,-2.22,-1.74,5.73,4.06,-4.23,-2.96
9,40.62,4.87,3.45,-3.60,-2.52,-1.74,5.73,4.06,-4.23,-2.96
10,40.44,5.44,3.86,-4.02,-2.82,-1.74,5.73,4.06,-4.23,-2.96
11,40.27,6.02,4.26,-4.44,-3.11,-1.74,5.73,4.06,-4.23,-2.96
12,40.09,6.59,4.67,-4.87,-3.41,-1.74,5.73,4.06,-4.23,-2.96
13,39.92,7.16,5.08,-5.29,-3.71,-1.74,5.73,4.06,-4.23,-2.96
14,39.75,7.73,5.48,-5.71,-4.00,-1.74,5.73,4.06,-4.23,-2.96
15,39.57,8.31,5.89,-6.14,-4.30,-1.74,5.73,4.06,-4.23,-2.96
16,39.40,8.88,6.29,-6.56,-4.60,-1.74,5.73,4.06,-4.23,-2.96
17,39.22,9.45,6.70,-6.98,-4.89,-1.74,5.73,4.06,-4.23,-2.96
18,39.05,10.03,7.11,-7.41,-5.19,-1.74,5.73,4.06,-4.23,-2.96
19,38.87,10.60,7.51,-7.83,-5.49,-1.74,5.73,4.06,-4.23,-2.96
20,38.70,11.17,7.92,-8.25,-5.78,-1.74,5.73,4.06,-4.23,-2.96
