Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
0,153.19,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00
1,152.93,0.27,-0.10,0.10,-0.29,-5.33,5.43,-2.01,1.98,-5.72
2,152.39,0.82,-0.30,0.30,-0.86,-5.34,5.44,-2.01,1.98,-5.73
3,151.86,1.36,-0.50,0.50,-1.43,-5.34,5.44,-2.01,1.98,-5.73
4,151.32,1.90,-0.70,0.69,-2.01,-5.34,5.44,-2.01,1.98,-5.73
5,150.79,2.45,-0.91,0.89,-2.58,-5.34,5.44,-2.01,1.98,-5.73
6,150.26,2.99,-1.11,1.09,-3.15,-5.34,5.44,-2.01,1.98,-5.73
7,149.72,3.54,-1.31,1.29,-3.72,-5.34,5.44,-2.01,1.98,-5.73
8,149.19,4.08,-1.51,1.49,-4.30,-5.34,5.44,-2.01,1.98,-5.73
9,148.65,4.62,-1.71,1.68,-4.87,-5.34,5.44,-2.01,1.98,-5.73
10,148.12,5.17,-1.91,1.88,-5.44,-5.34,5.44,-2.01,1.98,-5.73
11,147.59,5.71,-2.11,2.08,-6.02,-5.34,5.44,-2.01,1.98,-5.73
12,147.05,6.26,-2.32,2.28,-6.59,-5.34,5.44,-2.01,1.98,-5.73
13,146.52,6.80,-2.52,2.48,-7.16,-5.34,5.44,-2.01,1.98,-5.73
14,145.98,7.34,-2.72,2.67,-7.73,-5.34,5.44,-2.01,1.98,-5.73
15,145.45,7.89,-2.92,2.87,-8.31,-5.34,5.44,-2.01,1.98,-5.73
16,144.92,8.43,-3.12,3.07,-8.88,-5.34,5.44,-2.01,1.98,-5.73
17,144.38,8.98,-3.32,3.27,-9.45,-5.34,5.44,-2.01,1.98,-5.73
18,143.85,9.52,-3.52,3.47,-10.03,-5.34,5.44,-2.01,1.98,-5.73
19,143.31,10.06,-3.73,3.67,-10.60,-5.34,5.44,-2.01,1.98,-5.73
20,142.78,10.61,-3.93,3.86,-11.17,-5.34,5.44,-2.01,1.98,-5.73
21,142.24,11.15,-4.13,4.06,-11.75,-5.34,5.44,-2.01,1.98,-5.73
22,141.71,11.70,-4.33,4.26,-12.32,-5.34,5.44,-2.01,1.98,-5.73
23,141.18,12.24,-4.53,4.46,-12.89,-5.34,5.44,-2.01,1.98,-5.73
24,140.64,12.78,-4.73,4.66,-13.46,-5.34,5.44,-2.01,1.98,-5.73
25,140.11,13.33,-4.93,4.85,-14.04,-5.34,5.44,-2.01,1.98,-5.73
26,139.57,13.87,-5.14,5.05,-14.61,-5.34,5.44,-2.01,1.98,-5.73
27,139.04,14.41,-5.34,5.25,-15.18,-5.34,5.44,-2.01,1.98,-5.73
28,138.51,14.96,-5.54,5.45,-15.76,-5.34,5.44,-2.01,1.98,-5.73
29,137.97,15.50,-5.74,5.65,-16.33,-5.34,5.44,-2.01,1.98,-5.73
30,137.44,16.05,-5.94,5.84,-16.90,-5.34,5.44,-2.01,1.98,-5.73
31,136.90,16.59,-6.14,6.04,-17.48,-5.34,5.44,-2.01,1.98,-5.73
32,136.37,17.13,-6.34,6.24,-18.05,-5.34,5.44,-2.01,1.98,-5.73
33,135.84,17.68,-6.55,6.44,-18.62,-5.34,5.44,-2.01,1.98,-5.73
34,135.30,18.22,-6.75,6.64,-19.19,-5.34,5.44,-2.01,1.98,-5.73
35,134.77,18.77,-6.95,6.83,-19.77,-5.34,5.44,-2.01,1.98,-5.73
36,134.23,19.31,-7.15,7.03,-20.34,-5.34,5.44,-2.01,1.98,-5.73
37,133.70,19.85,-7.35,7.23,-20.91,-5.34,5.44,-2.01,1.98,-5.73
38,133.17,20.40,-7.55,7.43,-21.49,-5.34,5.44,-2.01,1.98,-5.73
39,132.63,20.94,-7.75,7.63,-22.06,-5.34,5.44,-2.01,1.98,-5.73
40,132.10,21.49,-7.96,7.83,-22.63,-5.34,5.44,-2.01,1.98,-5.73
41,131.56,22.03,-8.16,8.02,-23.20,-5.34,5.44,-2.01,1.98,-5.73
42,131.03,22.57,-8.36,8.22,-23.78,-5.34,5.44,-2.01,1.98,-5.73
43,130.50,23.12,-8.56,8.42,-24.35,-5.34,5.44,-2.01,1.98,-5.73
44,129.96,23.66,-8.76,8.62,-24.92,-5.34,5.44,-2.01,1.98,-5.73
45,129.43,24.21,-8.96,8.82,-25.50,-5.34,5.44,-2.01,1.98,-5.73
46,128.89,24.75,-9.16,9.01,-26.07,-5.34,5.44,-2.01,1.98,-5.73
