Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
0,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00
1,0.29,-0.13,-0.06,0.26,0.12,5.72,-2.65,-1.25,5.10,2.47
2,0.86,-0.40,-0.19,0.77,0.37,5.73,-2.66,-1.25,5.11,2.47
3,1.43,-0.66,-0.31,1.28,0.62,5.73,-2.66,-1.25,5.11,2.47
4,2.01,-0.93,-0.44,1.79,0.87,5.73,-2.66,-1.25,5.11,2.47
5,2.58,-1.20,-0.56,2.30,1.11,5.73,-2.66,-1.25,5.11,2.47
6,3.15,-1.46,-0.69,2.81,1.36,5.73,-2.66,-1.25,5.11,2.47
7,3.72,-1.73,-0.81,3.32,1.61,5.73,-2.66,-1.25,5.11,2.47
8,4.30,-1.99,-0.94,3.83,1.85,5.73,-2.66,-1.25,5.11,2.47
9,4.87,-2.26,-1.06,4.34,2.10,5.73,-2.66,-1.25,5.11,2.47
10,5.44,-2.53,-1.19,4.85,2.35,5.73,-2.66,-1.25,5.11,2.47
11,6.02,-2.79,-1.31,5.36,2.60,5.73,-2.66,-1.25,5.11,2.47
12,6.59,-3.06,-1.44,5.87,2.84,5.73,-2.66,-1.25,5.11,2.47
13,7.16,-3.32,-1.56,6.38,3.09,5.73,-2.66,-1.25,5.11,2.47
14,7.73,-3.59,-1.69,6.89,3.34,5.73,-2.66,-1.25,5.11,2.47
15,8.31,-3.86,-1.81,7.40,3.58,5.73,-2.66,-1.25,5.11,2.47
16,8.88,-4.12,-1.94,7.91,3.83,5.73,-2.66,-1.25,5.11,2.47
17,9.45,-4.39,-2.06,8.42,4.08,5.73,-2.66,-1.25,5.11,2.47
18,10.03,-4.65,-2.19,8.93,4.33,5.73,-2.66,-1.25,5.11,2.47
19,10.60,-4.92,-2.31,9.44,4.57,5.73,-2.66,-1.25,5.11,2.47
20,11.17,-5.18,-2.44,9.96,4.82,5.73,-2.66,-1.25,5.11,2.47
21,11.75,-5.45,-2.56,10.47,5.07,5.73,-2.66,-1.25,5.11,2.47
22,12.32,-5.72,-2.69,10.98,5.31,5.73,-2.66,-1.25,5.11,2.47
23,12.89,-5.98,-2.81,11.49,5.56,5.73,-2.66,-1.25,5.11,2.47
24,13.46,-6.25,-2.94,12.00,5.81,5.73,-2.66,-1.25,5.11,2.47
25,14.04,-6.51,-3.06,12.51,6.06,5.73,-2.66,-1.25,5.11,2.47
26,14.61,-6.78,-3.19,13.02,6.30,5.73,-2.66,-1.25,5.11,2.47
27,15.18,-7.05,-3.31,13.53,6.55,5.73,-2.66,-1.25,5.11,2.47
28,15.76,-7.31,-3.44,14.04,6.80,5.73,-2.66,-1.25,5.11,2.47
29,16.33,-7.58,-3.56,14.55,7.05,5.73,-2.66,-1.25,5.11,2.47
30,16.90,-7.84,-3.69,15.06,7.29,5.73,-2.66,-1.25,5.11,2.47
31,17.48,-8.11,-3.81,15.57,7.54,5.73,-2.66,-1.25,5.11,2.47
32,18.05,-8.37,-3.94,16.08,7.79,5.73,-2.66,-1.25,5.11,2.47
33,18.62,-8.64,-4.06,16.59,8.03,5.73,-2.66,-1.25,5.11,2.47
34,19.19,-8.91,-4.19,17.10,8.28,5.73,-2.66,-1.25,5.11,2.47
35,19.77,-9.17,-4.31,17.61,8.53,5.73,-2.66,-1.25,5.11,2.47
36,20.34,-9.44,-4.44,18.12,8.78,5.73,-2.66,-1.25,5.11,2.47
37,20.91,-9.70,-4.56,18.63,9.02,5.73,-2.66,-1.25,5.11,2.47
38,21.49,-9.97,-4.69,19.14,9.27,5.73,-2.66,-1.25,5.11,2.47
39,22.06,-10.24,-4.81,19.65,9.52,5.73,-2.66,-1.25,5.11,2.47
40,22.63,-10.50,-4.94,20.17,9.76,5.73,-2.66,-1.25,5.11,2.47
41,23.20,-10.77,-5.06,20.68,10.01,5.73,-2.66,-1.25,5.11,2.47
42,23.78,-11.03,-5.19,21.19,10.26,5.73,-2.66,-1.25,5.11,2.47
43,24.35,-11.30,-5.31,21.70,10.51,5.73,-2.66,-1.25,5.11,2.47
44,24.92,-11.57,-5.44,22.21,10.75,5.73,-2.66,-1.25,5.11,2.47
45,25.50,-11.83,-5.56,22.72,11.00,5.73,-2.66,-1.25,5.11,2.47
46,26.07,-12.10,-5.69,23.23,11.25,5.73,-2.66,-1.25,5.11,2.47
47,26.64,-12.36,-5.81,23.74,11.49,5.73,-2.66,-1.25,5.11,2.47
48,27.22,-12.63,-5.94,24.25,11.74,5.73,-2.66,-1.25,5.11,2.47
49,27.79,-12.89,-6.06,24.76,11.99,5.73,-2.66,-1.25,5.11,2.47
50,28.36,-13.16,-6.19,25.27,12.24,5.73,-2.66,-1.25,5.11,2.47
51,28.93,-13.43,-6.31,25.78,12.48,5.73,-2.66,-1.25,5.11,2.47
52,29.51,-13.69,-6.44,26.29,12.73,5.73,-2.66,-1.25,5.11,2.47
53,30.08,-13.96,-6.56,26.80,12.98,5.73,-2.66,-1.25,5.11,2.47
54,30.65,-14.22,-6.69,27.31,13.23,5.73,-2.66,-1.25,5.11,2.47
55,31.23,-14.49,-6.81,27.82,13.47,5.73,-2.66,-1.25,5.11,2.47
56,31.80,-14.76,-6.94,28.33,13.72,5.73,-2.66,-1.25,5.11,2.47
57,32.37,-15.02,-7.06,28.84,13.97,5.73,-2.66,-1.25,5.11,2.47
58,32.95,-15.29,-7.19,29.35,14.21,5.73,-2.66,-1.25,5.11,2.47
59,33.52,-15.55,-7.31,29.87,14.46,5.73,-2.66,-1.25,5.11,2.47
60,34.09,-15.82,-7.44,30.38,14.71,5.73,-2.66,-1.25,5.11,2.47
61,34.66,-16.08,-7.56,30.89,14.96,5.73,-2.66,-1.25,5.11,2.47
62,35.24,-16.35,-7.69,31.40,15.20,5.73,-2.66,-1.25,5.11,2.47
63,35.81,-16.62,-7.81,31.91,15.45,5.73,-2.66,-1.25,5.11,2.47
